loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1320,4,Graduate,Yes,3777699,7800000,20,866,4600000,7000000,14300000,3300000,Approved
2261,4,Not Graduate,No,8568571,22600000,16,704,300000,16200000,20500000,11900000,Approved
4749,5,Graduate,No,6912637,24100000,14,385,12400000,9700000,14800000,7200000,Rejected
2431,3,Graduate,No,5564202,13400000,8,840,14900000,9700000,12300000,6000000,Approved
5549,2,Graduate,No,9709449,30600000,14,308,19300000,9100000,31800000,11300000,Rejected
8389,2,Graduate,Yes,8081370,18500000,12,619,10200000,10800000,24800000,6500000,Approved
1087,0,Graduate,Yes,7760971,18100000,20,680,6100000,5100000,23800000,6300000,Approved
536,4,Not Graduate,Yes,4361386,15000000,10,358,4700000,100000,9000000,4900000,Rejected
7143,2,Graduate,Yes,9185922,22300000,8,456,10400000,4800000,24700000,8800000,Rejected
620,3,Graduate,No,8870552,25400000,10,563,19400000,12100000,18800000,4500000,Approved
7172,3,Graduate,No,6554781,17900000,18,836,10200000,9800000,10900000,2100000,Approved
7892,3,Not Graduate,Yes,1294187,3400000,18,300,800000,100000,2700000,800000,Rejected
9076,5,Graduate,Yes,3582560,10500000,18,862,14100000,2700000,10200000,1700000,Approved
4147,2,Graduate,Yes,9567189,35100000,20,587,13400000,13500000,38200000,6500000,Approved
6759,5,Graduate,No,2536972,7700000,16,533,2100000,5100000,8700000,4800000,Approved
8197,2,Not Graduate,Yes,6604232,19100000,14,439,16700000,900000,16600000,5400000,Rejected
1729,3,Not Graduate,Yes,688110,1600000,20,300,600000,500000,2000000,600000,Rejected
2972,2,Not Graduate,No,6312672,18600000,16,847,9900000,11900000,16100000,7500000,Approved
7202,1,Not Graduate,Yes,6366532,17200000,20,857,7400000,2400000,14000000,9800000,Approved
6970,4,Graduate,No,6023381,22300000,4,619,8800000,5300000,18500000,4800000,Approved
7307,3,Graduate,No,5257449,23200000,12,351,12000000,1100000,18600000,3300000,Rejected
8831,3,Graduate,No,4065489,9200000,8,834,8300000,9900000,11200000,900000,Approved
9980,1,Not Graduate,Yes,8024028,19800000,16,502,23000000,10900000,20600000,9800000,Rejected
4179,1,Not Graduate,Yes,3581709,13400000,18,707,5200000,6700000,7300000,3300000,Approved
7709,4,Not Graduate,No,5118681,18200000,6,574,8000000,3800000,23300000,4700000,Approved
2308,5,Not Graduate,Yes,6734877,17600000,16,818,12700000,200000,19500000,5600000,Approved
9757,2,Graduate,Yes,1986520,10900000,20,837,4100000,2400000,2500000,5800000,Approved
6070,1,Graduate,No,2954627,1800000,4,829,10300000,300000,13600000,1500000,Approved
5440,0,Graduate,Yes,9486969,34700000,8,499,21400000,10600000,29900000,7900000,Rejected
6100,4,Graduate,Yes,4664782,18400000,10,390,12700000,11100000,17100000,4800000,Rejected
6942,5,Not Graduate,Yes,3880736,9400000,10,444,0,3800000,16500000,6000000,Rejected
5136,2,Graduate,No,1915759,5200000,6,729,2300000,100000,1800000,2000000,Approved
8137,3,Graduate,Yes,505930,2900000,10,708,1600000,0,1800000,900000,Approved
247,2,Not Graduate,No,8149903,29300000,6,575,16500000,13200000,29400000,6500000,Approved
5225,5,Not Graduate,No,6178601,22900000,12,304,3100000,9900000,20100000,5400000,Rejected
4876,0,Graduate,No,5445132,15800000,20,777,4600000,1300000,12600000,3800000,Approved
2913,1,Not Graduate,No,1733286,6600000,6,772,2800000,1900000,6100000,1300000,Approved
8357,0,Graduate,No,6768298,10600000,20,475,6400000,1700000,24900000,8000000,Rejected
8768,5,Graduate,No,3498683,16900000,10,318,13200000,2600000,16500000,3500000,Rejected
396,2,Graduate,Yes,787606,3200000,12,559,0,200000,2100000,700000,Rejected
2297,4,Graduate,No,6925053,25700000,20,572,19900000,13500000,27500000,10100000,Approved
9040,0,Graduate,Yes,3382755,6300000,20,585,2900000,0,13700000,2700000,Approved
3897,0,Graduate,Yes,3924452,14500000,4,688,6200000,4900000,12200000,4700000,Approved
8480,4,Graduate,No,295237,1300000,4,446,300000,2600000,900000,200000,Rejected
2041,1,Not Graduate,Yes,5546390,21100000,12,434,9700000,1400000,13900000,8100000,Rejected
4455,4,Not Graduate,No,6400598,14700000,18,783,1000000,0,20700000,5400000,Approved
6904,2,Not Graduate,Yes,5374858,16200000,10,335,6300000,800000,20600000,5900000,Rejected
4877,3,Not Graduate,No,8000827,22700000,16,330,5400000,5500000,22300000,3600000,Rejected
8639,2,Not Graduate,Yes,4622080,14100000,6,588,1600000,0,15100000,3900000,Approved
2648,4,Graduate,Yes,299729,1100000,14,649,600000,0,800000,200000,Approved
1039,4,Not Graduate,No,2753563,7000000,6,326,1100000,2300000,8300000,2700000,Rejected
5316,4,Graduate,No,2282405,1500000,4,706,300000,400000,7000000,1600000,Approved
512,2,Graduate,No,5391941,19000000,6,572,1100000,4000000,18700000,5300000,Approved
671,1,Graduate,Yes,1998897,5600000,20,300,2400000,2300000,4600000,2100000,Rejected
5135,4,Not Graduate,No,5294174,19600000,14,799,3900000,1800000,15700000,8800000,Approved
2370,1,Not Graduate,Yes,9474908,28700000,18,501,24600000,4900000,31800000,6600000,Rejected
4740,3,Not Graduate,Yes,7846303,23500000,20,831,22900000,6200000,20900000,6800000,Approved
438,3,Not Graduate,Yes,4460210,11400000,10,366,8500000,6800000,9900000,4500000,Rejected
39,5,Graduate,No,3627076,7700000,18,805,7000000,1300000,10000000,2900000,Approved
7753,2,Not Graduate,No,6358064,18300000,6,554,8200000,10800000,19900000,4200000,Approved
5661,3,Graduate,Yes,3823422,9900000,18,502,3200000,5600000,5900000,2100000,Rejected
2093,2,Not Graduate,No,1488933,3800000,6,751,2800000,0,5300000,1400000,Approved
7625,5,Graduate,No,4741850,14200000,18,430,10100000,1200000,12600000,3600000,Rejected
6160,1,Graduate,No,5532622,20600000,10,615,16800000,1900000,18000000,5400000,Approved
5146,2,Graduate,Yes,5718773,15700000,8,336,12700000,3600000,18300000,3200000,Rejected
2556,2,Graduate,No,1796943,5700000,16,477,1400000,1100000,4400000,1300000,Rejected
1930,5,Graduate,No,6661374,20100000,20,323,6900000,2500000,22500000,7200000,Rejected
430,3,Graduate,No,9208758,36400000,20,644,3100000,12700000,30900000,12300000,Approved
2616,4,Not Graduate,No,690861,2100000,16,594,1900000,700000,2400000,1000000,Approved
4999,5,Graduate,No,3194067,6800000,8,641,1700000,4200000,8200000,4900000,Approved
9453,5,Not Graduate,Yes,6872559,17000000,18,608,3400000,12800000,10800000,3100000,Approved
2869,0,Not Graduate,No,8727170,19100000,4,700,8300000,15000000,19000000,8800000,Approved
5061,3,Graduate,Yes,7088706,19500000,20,575,7400000,5900000,16300000,5500000,Approved
2502,4,Graduate,Yes,7317816,26000000,8,546,4700000,0,22600000,4200000,Approved
4282,0,Graduate,No,784489,3100000,8,809,1600000,8400000,4400000,3100000,Approved
6253,2,Graduate,No,5295215,12200000,12,700,3600000,7200000,17000000,4300000,Approved
1508,3,Graduate,Yes,6498590,22400000,8,463,16800000,11700000,21700000,6800000,Rejected
1109,4,Graduate,No,8175345,19000000,8,350,4100000,14500000,19100000,11900000,Rejected
7388,2,Not Graduate,No,305874,1300000,16,726,3500000,600000,800000,200000,Approved
5938,1,Not Graduate,No,6908437,23300000,20,491,11800000,2000000,24200000,9700000,Rejected
3232,3,Graduate,No,1510458,5400000,20,662,200000,400000,4500000,1700000,Approved
8189,0,Not Graduate,No,7690018,16900000,10,747,12100000,5300000,18900000,7400000,Approved
2619,2,Not Graduate,Yes,3753742,15000000,16,705,10800000,2900000,10700000,3600000,Approved
2570,5,Not Graduate,No,5081928,10800000,12,320,12300000,5000000,14100000,6300000,Rejected
8160,4,Not Graduate,No,4231956,15800000,12,424,1700000,9700000,11400000,4200000,Rejected
6884,3,Not Graduate,No,6895875,26600000,20,620,8800000,7900000,20500000,8000000,Approved
3704,1,Not Graduate,Yes,8254245,30900000,10,353,18600000,1000000,25900000,11100000,Rejected
2714,5,Not Graduate,Yes,3920908,8200000,4,546,3500000,7700000,9500000,4400000,Approved
8941,2,Not Graduate,Yes,2859663,7300000,16,408,3600000,4400000,4300000,2400000,Rejected
3250,2,Graduate,No,4221761,16800000,6,746,6500000,4500000,10500000,5800000,Approved
6592,1,Not Graduate,Yes,3896264,8700000,18,434,1300000,1100000,14300000,3500000,Rejected
8899,4,Graduate,No,7730231,22200000,6,568,500000,400000,20000000,5400000,Approved
9214,4,Graduate,No,2619051,5200000,14,771,1200000,200000,6100000,2400000,Approved
9715,0,Not Graduate,Yes,5726935,13400000,6,759,5300000,3000000,13200000,6400000,Approved
352,2,Graduate,No,7185455,28700000,16,609,5900000,3800000,21200000,10800000,Approved
6660,2,Graduate,No,6363056,21200000,12,609,12700000,11700000,18900000,8700000,Approved
9537,0,Graduate,Yes,1424358,2400000,6,575,2200000,2300000,2200000,300000,Approved
2779,5,Not Graduate,No,4050092,14100000,20,628,5800000,4100000,9400000,5400000,Approved
9150,2,Graduate,Yes,4539746,17200000,16,832,4800000,3700000,13900000,1700000,Approved
6142,4,Not Graduate,Yes,7667306,21400000,12,442,2700000,11000000,14900000,4400000,Rejected
9619,4,Not Graduate,Yes,1099354,4400000,18,380,4000000,1000000,4700000,900000,Rejected
9146,4,Graduate,Yes,6982754,17300000,14,750,6300000,2100000,17000000,4500000,Approved
4718,5,Not Graduate,No,303209,800000,14,648,5300000,200000,2600000,400000,Approved
8784,0,Graduate,No,9675247,31200000,18,836,11800000,10900000,34700000,7700000,Approved
9013,4,Not Graduate,No,5216665,26100000,8,540,1200000,4200000,16000000,4600000,Approved
2792,4,Not Graduate,Yes,801294,2800000,18,620,900000,1400000,2300000,600000,Approved
6909,4,Not Graduate,No,8836509,29900000,20,490,12900000,1300000,28500000,11900000,Rejected
2604,5,Not Graduate,Yes,5136706,11800000,8,751,7600000,400000,10500000,4400000,Approved
6936,4,Not Graduate,No,7119600,21000000,4,629,13400000,6900000,19900000,3000000,Approved
2041,1,Not Graduate,Yes,5507070,21100000,12,434,9700000,1400000,13900000,8100000,Rejected
9321,0,Graduate,Yes,7784494,23800000,20,728,15500000,8400000,21000000,7300000,Approved
4998,5,Graduate,Yes,201347,400000,12,594,1300000,100000,400000,400000,Approved
780,1,Graduate,No,5503924,17900000,16,702,13100000,0,12300000,4700000,Approved
6641,0,Graduate,Yes,7209770,20300000,20,625,6800000,8000000,19700000,5800000,Approved
5407,4,Graduate,Yes,5196709,8500000,12,370,2300000,4100000,13900000,4900000,Rejected
4173,4,Not Graduate,No,4370429,13900000,4,869,10100000,100000,8600000,3300000,Approved
2285,3,Not Graduate,No,9171715,19700000,20,412,6300000,13700000,23700000,12900000,Rejected
66,1,Graduate,No,4055519,10300000,14,339,9500000,6100000,14900000,2800000,Rejected
5752,4,Not Graduate,No,7411608,29100000,8,814,19600000,10200000,21800000,6100000,Approved
9582,3,Graduate,Yes,3578823,7000000,14,839,500000,0,6200000,1600000,Approved
9053,4,Graduate,No,7001070,17300000,12,762,11200000,2300000,13000000,6300000,Approved
8115,0,Graduate,Yes,8939642,28400000,20,680,9500000,16900000,25700000,12700000,Approved
249,0,Graduate,No,8334016,20600000,12,452,1500000,1500000,25000000,11900000,Rejected
291,5,Not Graduate,Yes,4340377,9300000,12,425,2100000,6700000,10000000,4100000,Rejected
8354,4,Graduate,No,4098959,13600000,14,547,13900000,400000,15400000,3000000,Approved
146,5,Not Graduate,No,596311,1500000,16,518,300000,900000,2100000,300000,Rejected
5757,2,Not Graduate,No,607505,1600000,6,564,4500000,100000,700000,300000,Approved
1695,3,Not Graduate,No,3464039,13500000,12,323,7900000,3700000,8200000,4700000,Rejected
5519,2,Not Graduate,No,6195693,12100000,12,340,12000000,10000000,14100000,9600000,Rejected
391,0,Not Graduate,Yes,7280001,19800000,14,633,12700000,8100000,25000000,7300000,Approved
6064,3,Not Graduate,Yes,6957691,15700000,6,838,19000000,9900000,19100000,7400000,Approved
139,3,Not Graduate,Yes,2932514,8500000,14,539,1000000,3100000,7500000,1800000,Approved
7234,0,Graduate,Yes,2469502,8400000,14,580,1900000,4000000,7300000,1600000,Approved
6592,1,Not Graduate,Yes,3866335,8700000,18,434,1300000,1100000,14300000,3500000,Rejected
7178,5,Graduate,Yes,1479639,3600000,14,805,3800000,800000,4500000,1600000,Approved
6158,3,Not Graduate,Yes,4273793,10100000,12,354,1500000,2900000,3900000,1900000,Rejected
3202,0,Not Graduate,No,1190998,2900000,20,323,400000,1200000,2900000,600000,Rejected
4061,3,Not Graduate,No,5730268,20600000,20,409,8400000,2700000,22600000,7000000,Rejected
4003,1,Graduate,No,4511391,12700000,10,443,10400000,0,14500000,3900000,Rejected
4057,2,Graduate,Yes,7660963,22100000,8,508,11900000,2500000,19300000,10800000,Rejected
1218,4,Graduate,No,5971817,19900000,16,444,14200000,6800000,22100000,3200000,Rejected
4227,5,Graduate,Yes,688253,2600000,4,844,1100000,500000,1400000,500000,Approved
7207,5,Not Graduate,No,6309727,21700000,6,502,4100000,9200000,17100000,2700000,Rejected
919,3,Graduate,No,6346158,18300000,20,518,1800000,9400000,17700000,3500000,Rejected
2986,0,Graduate,No,6494446,25100000,18,603,16100000,2900000,18100000,6400000,Approved
4079,3,Graduate,Yes,7713173,20000000,16,702,4600000,7200000,17300000,8600000,Approved
2227,1,Not Graduate,Yes,404220,1500000,18,663,400000,300000,1200000,200000,Approved
3206,3,Graduate,No,4717922,10900000,4,601,9200000,2300000,14600000,5200000,Approved
2079,1,Graduate,Yes,1004728,3700000,16,773,2000000,200000,3800000,1400000,Approved
3227,5,Not Graduate,Yes,2391381,6500000,20,488,6400000,2100000,5200000,2600000,Rejected
1928,0,Not Graduate,Yes,5429847,15300000,6,834,4600000,9500000,21400000,2900000,Approved
3211,5,Not Graduate,Yes,7525473,16500000,10,509,8900000,10300000,24900000,8300000,Rejected
2236,3,Not Graduate,No,8597146,30800000,16,720,11000000,8200000,19400000,7200000,Approved
3147,5,Graduate,Yes,4130363,8500000,6,361,8700000,4600000,10500000,6000000,Rejected
1986,5,Graduate,Yes,7263043,19600000,12,348,10400000,4700000,19500000,10600000,Rejected
992,2,Not Graduate,No,2318041,5000000,10,859,1400000,1700000,6100000,1500000,Approved
5544,0,Graduate,No,7536244,19100000,20,496,12100000,15500000,19800000,8100000,Rejected
7841,2,Not Graduate,No,9225825,28900000,6,488,6100000,5900000,25700000,7200000,Rejected
9655,5,Not Graduate,Yes,689171,1600000,14,346,300000,0,5800000,800000,Rejected
5073,1,Graduate,No,805514,2100000,10,433,400000,2400000,2000000,800000,Rejected
6186,4,Not Graduate,No,2018861,5600000,14,339,0,4400000,10200000,2200000,Rejected
907,2,Graduate,Yes,6400956,24100000,8,567,2500000,6300000,20200000,6000000,Approved
6815,4,Graduate,Yes,6432717,13500000,12,759,2500000,1900000,20400000,4000000,Approved
4610,1,Graduate,No,1283328,5400000,16,470,100000,200000,3000000,4200000,Rejected
4640,4,Not Graduate,Yes,4945105,12400000,20,347,6200000,1200000,8700000,3800000,Rejected
8316,4,Graduate,Yes,8880360,30800000,20,559,10600000,3200000,26000000,9600000,Approved
8893,1,Graduate,Yes,5648127,21300000,8,840,11600000,10200000,12000000,2500000,Approved
2700,4,Graduate,Yes,5566444,14800000,12,329,16000000,3400000,21200000,7700000,Rejected
5890,4,Graduate,Yes,7962520,23100000,20,804,3500000,13800000,25100000,11800000,Approved
2657,3,Not Graduate,No,3322071,13100000,4,529,6000000,2500000,6700000,3800000,Approved
9622,0,Graduate,Yes,3053932,6500000,18,538,2200000,1300000,8600000,1800000,Approved
4296,4,Graduate,Yes,1914670,7400000,6,328,3200000,2500000,8100000,1300000,Rejected
5397,3,Graduate,No,8856871,25400000,8,332,3900000,6300000,18300000,6000000,Rejected
7393,0,Not Graduate,Yes,8749997,28300000,4,789,16500000,2400000,30500000,7000000,Approved
6693,4,Not Graduate,Yes,4444896,12600000,20,787,9500000,2700000,7800000,3200000,Approved
4094,5,Graduate,No,6959739,18200000,10,725,21000000,7900000,20800000,5300000,Approved
101,4,Not Graduate,No,393257,900000,14,453,700000,100000,1200000,100000,Rejected
4777,0,Graduate,Yes,2778628,11300000,20,484,2200000,2100000,9900000,1900000,Rejected
1122,0,Not Graduate,No,201739,500000,20,590,500000,200000,600000,200000,Approved
1973,1,Graduate,Yes,8458573,17700000,12,648,23700000,5300000,28700000,4200000,Approved
9720,4,Graduate,No,6068497,18800000,16,515,14200000,4400000,22000000,5700000,Rejected
2504,2,Not Graduate,No,5400599,19600000,18,303,2400000,4800000,10900000,3700000,Rejected
447,0,Graduate,Yes,1419091,5100000,8,865,4100000,1900000,5200000,1900000,Approved
3448,5,Not Graduate,Yes,8228587,20900000,16,701,11400000,4800000,26000000,8400000,Approved
3226,3,Graduate,No,6319576,14900000,16,542,1200000,9100000,20800000,8800000,Approved
9648,5,Graduate,Yes,1503732,4500000,20,864,5000000,700000,2000000,1800000,Approved
5178,0,Not Graduate,No,3185287,16300000,6,393,4500000,11300000,14400000,1400000,Rejected
3753,3,Graduate,Yes,6469419,15800000,20,603,6900000,2700000,24800000,5300000,Approved
2623,3,Graduate,No,3688765,9000000,8,458,9300000,400000,9900000,3600000,Rejected
6286,4,Not Graduate,No,5812460,11300000,14,379,19800000,500000,13000000,2200000,Rejected
9228,1,Not Graduate,No,5097597,12800000,6,847,2600000,12600000,6900000,3500000,Approved
2142,5,Graduate,Yes,4368253,16500000,12,781,3500000,4400000,11200000,2800000,Approved
5556,2,Graduate,Yes,1408897,6600000,16,549,3300000,700000,2800000,500000,Approved
6915,0,Graduate,Yes,6710647,21300000,18,860,19000000,9400000,21800000,7000000,Approved
5415,4,Graduate,No,7478430,20700000,16,470,15100000,3200000,16200000,9400000,Rejected
426,0,Graduate,Yes,1092761,2800000,20,406,500000,300000,4300000,1400000,Rejected
815,1,Graduate,Yes,202926,800000,16,599,600000,0,600000,0,Approved
3334,0,Not Graduate,No,9125012,26400000,8,493,15800000,1100000,35300000,5700000,Rejected
4539,3,Not Graduate,No,5695605,10200000,12,728,8700000,4000000,26800000,5400000,Approved
5901,0,Not Graduate,Yes,608782,2100000,20,487,6800000,300000,2100000,1300000,Rejected
6957,2,Graduate,No,2304973,12200000,20,414,400000,500000,5700000,2300000,Rejected
3281,1,Graduate,No,7457519,26600000,20,480,2200000,2400000,22400000,3900000,Rejected
8320,3,Graduate,Yes,303329,1800000,20,704,600000,400000,2500000,1000000,Approved
4976,0,Graduate,No,8627741,28200000,16,469,13500000,3700000,24600000,4100000,Rejected
9973,4,Graduate,No,4825674,14100000,10,660,3100000,2900000,8400000,4000000,Approved
4543,0,Not Graduate,No,3965315,6800000,16,765,1800000,0,12200000,3600000,Approved
9280,0,Not Graduate,Yes,6354845,22600000,8,776,2800000,7900000,19500000,6400000,Approved
7040,5,Graduate,Yes,3711819,6800000,4,753,6300000,1800000,11200000,2700000,Approved
5046,3,Not Graduate,Yes,5008545,19400000,8,314,1000000,1500000,12900000,4500000,Rejected
7573,3,Graduate,Yes,8314311,14400000,12,371,5300000,4300000,24700000,8400000,Rejected
9610,2,Graduate,Yes,4147416,5400000,20,797,1100000,2500000,11500000,4300000,Approved
7846,1,Not Graduate,Yes,2372575,4100000,20,452,4100000,1400000,2800000,3800000,Rejected
6753,3,Graduate,Yes,6895621,20000000,8,705,500000,4800000,17600000,4800000,Approved
7256,0,Not Graduate,No,7155417,12000000,10,814,15200000,4200000,16300000,5300000,Approved
4702,0,Not Graduate,Yes,6988227,16300000,6,806,9100000,2100000,13900000,7300000,Approved
389,5,Not Graduate,No,4242789,14500000,14,300,12500000,4300000,12500000,5100000,Rejected
1388,5,Not Graduate,Yes,9243439,26600000,20,746,10200000,12600000,36900000,11700000,Approved
8024,0,Graduate,Yes,895732,2200000,6,626,2200000,1000000,3300000,2100000,Approved
6333,0,Not Graduate,No,4386883,14700000,4,819,7000000,2300000,11500000,3000000,Approved
4127,5,Not Graduate,Yes,7408767,20800000,8,592,100000,14200000,19300000,8200000,Approved
9978,1,Not Graduate,No,8340019,25700000,12,452,17300000,5100000,25700000,4800000,Rejected
955,0,Not Graduate,No,2164434,8600000,6,538,900000,1000000,4400000,2800000,Approved
6734,3,Graduate,No,6983563,23900000,12,723,23400000,5300000,19200000,5100000,Approved
2625,4,Graduate,No,1767460,4100000,10,752,2200000,2500000,3600000,1900000,Approved
5387,2,Graduate,No,3251259,3500000,8,303,400000,200000,8200000,4900000,Rejected
3980,4,Not Graduate,No,9561746,20200000,12,778,24800000,1000000,34400000,4800000,Approved
8283,3,Not Graduate,Yes,4821787,18700000,12,300,4900000,1000000,19900000,6200000,Rejected
8790,2,Not Graduate,Yes,7315499,19400000,8,410,16000000,16500000,26000000,7300000,Rejected
613,5,Graduate,No,7312403,17500000,6,355,2300000,400000,17500000,6200000,Rejected
5277,2,Graduate,Yes,2088939,4700000,6,718,700000,2600000,9700000,2300000,Approved
2175,5,Graduate,Yes,6358320,23900000,8,381,14700000,12400000,25400000,4300000,Rejected
7049,4,Not Graduate,No,2372793,3600000,16,402,400000,1300000,7600000,900000,Rejected
4608,0,Graduate,Yes,2170026,1400000,6,301,5800000,200000,6300000,1700000,Rejected
4607,2,Graduate,No,4176918,9100000,10,300,17200000,11500000,10400000,8400000,Rejected
5258,0,Graduate,Yes,803381,1400000,18,361,400000,1000000,2100000,2900000,Rejected
6569,0,Graduate,Yes,3022652,9500000,6,665,1600000,1200000,19600000,4000000,Approved
4899,4,Graduate,No,1205793,2800000,6,640,4800000,5400000,4200000,800000,Approved
8863,5,Not Graduate,Yes,5488125,9400000,8,630,9800000,300000,10600000,5400000,Approved
3797,2,Not Graduate,No,8083483,17800000,20,524,2400000,9700000,27400000,10800000,Rejected
395,4,Not Graduate,Yes,2242122,8200000,16,712,5800000,2800000,8200000,1400000,Approved
2435,0,Not Graduate,No,3869142,11300000,14,300,5000000,5900000,8800000,2100000,Rejected
9991,0,Not Graduate,Yes,4333091,9900000,8,321,4900000,200000,15200000,3000000,Rejected
738,2,Graduate,Yes,915804,2500000,18,433,-100000,100000,3200000,1100000,Rejected
9348,0,Not Graduate,Yes,8576496,32200000,10,396,10800000,2400000,21200000,7900000,Rejected
7166,1,Not Graduate,No,5829685,14500000,14,563,11400000,4100000,21000000,5300000,Approved
6390,2,Graduate,Yes,2551941,13000000,20,567,6100000,12600000,11100000,3800000,Approved
2675,1,Not Graduate,Yes,2812564,6600000,20,776,4000000,4900000,7100000,3700000,Approved
6230,4,Not Graduate,No,301914,700000,18,727,100000,300000,1700000,300000,Approved
3122,4,Graduate,Yes,499383,1200000,6,602,0,500000,1800000,700000,Approved
581,4,Graduate,Yes,8857261,26300000,12,344,23900000,7000000,27400000,12100000,Rejected
8916,4,Graduate,Yes,2652347,12900000,10,653,4000000,400000,16400000,3000000,Approved
5779,5,Not Graduate,Yes,10007645,33300000,14,300,20400000,14700000,37600000,14200000,Rejected
9845,0,Graduate,Yes,8091933,28000000,4,354,800000,1800000,19500000,6800000,Rejected
1927,4,Graduate,No,5245516,15800000,4,502,3800000,5200000,19700000,3900000,Rejected
3773,2,Not Graduate,Yes,7126361,21400000,14,516,3700000,1300000,19800000,9600000,Rejected
484,3,Not Graduate,Yes,2492522,8800000,14,513,4900000,1800000,9100000,3300000,Rejected
6916,4,Not Graduate,No,3646819,13300000,8,566,3600000,100000,13400000,1900000,Approved
1679,1,Graduate,Yes,6307482,17900000,8,550,6600000,7600000,23100000,5300000,Approved
166,0,Not Graduate,No,5733530,15900000,18,613,100000,9500000,16300000,4500000,Approved
7189,3,Graduate,Yes,7631709,26700000,14,865,20800000,5100000,20500000,8000000,Approved
6949,2,Graduate,No,7385412,20600000,14,314,21700000,9100000,22000000,4500000,Rejected
1267,4,Not Graduate,No,6689389,17000000,4,724,18000000,3800000,27100000,9400000,Approved
2766,2,Not Graduate,No,2708702,6700000,10,388,7600000,800000,9200000,2300000,Rejected
1289,3,Not Graduate,No,5815341,23200000,4,300,15500000,10000000,21100000,6300000,Approved
3955,5,Graduate,Yes,5266973,14000000,8,608,11800000,4500000,12800000,6100000,Approved
4102,4,Graduate,No,400453,800000,18,660,500000,300000,1300000,600000,Approved
3174,2,Graduate,Yes,4582935,12600000,4,330,6300000,6900000,14800000,6500000,Rejected
4142,2,Graduate,No,5163221,19100000,10,432,13200000,5100000,16400000,7600000,Rejected
6894,2,Graduate,No,8575061,23500000,20,457,3200000,9700000,22300000,11100000,Rejected
8023,5,Graduate,Yes,3543335,11000000,12,411,100000,2900000,6500000,1600000,Rejected
3865,5,Not Graduate,Yes,1088711,3900000,6,866,1100000,200000,3400000,900000,Approved
9771,5,Not Graduate,Yes,7613060,26600000,16,738,1200000,4100000,20200000,9700000,Approved
5764,5,Not Graduate,Yes,5299683,14400000,14,678,9100000,600000,15500000,2300000,Approved
3657,1,Not Graduate,No,4448657,12100000,6,859,9800000,6500000,15000000,6000000,Approved
6072,1,Graduate,Yes,3740489,8000000,12,457,1300000,9800000,5700000,3000000,Rejected
9360,4,Not Graduate,Yes,8097644,20900000,6,729,3100000,5500000,21900000,8600000,Approved
7903,2,Graduate,No,6913572,23400000,12,382,10300000,4800000,20100000,4800000,Rejected
3138,2,Not Graduate,Yes,6803276,20200000,8,676,8800000,12200000,13900000,8200000,Approved
575,0,Graduate,No,8266568,17500000,20,386,13200000,5300000,31300000,10400000,Rejected
1959,4,Graduate,No,4244787,14600000,8,300,6300000,5900000,11700000,3000000,Rejected
6701,0,Graduate,No,9681151,28100000,6,547,19900000,7100000,29700000,12700000,Approved
3858,4,Graduate,Yes,2810496,5500000,10,850,6900000,4000000,6000000,3300000,Approved
2264,0,Not Graduate,Yes,8829963,18700000,12,321,1200000,1800000,30700000,8200000,Rejected
4984,0,Graduate,No,7847527,23500000,4,441,12900000,4600000,8800000,8000000,Rejected
7744,4,Not Graduate,No,7445156,23300000,4,300,6200000,13200000,22300000,5400000,Rejected
8649,1,Not Graduate,No,3837636,13000000,4,483,6600000,900000,5200000,2200000,Rejected
9335,3,Graduate,No,8974564,30200000,12,862,13700000,17900000,30000000,11200000,Approved
8228,1,Not Graduate,Yes,4264601,15400000,16,400,3200000,200000,17000000,4200000,Rejected
4588,3,Graduate,No,7076830,20600000,8,532,6100000,2200000,22400000,4900000,Approved
951,4,Graduate,No,4647494,10800000,20,470,11300000,6800000,17000000,4500000,Rejected
4590,3,Not Graduate,No,7013408,14700000,18,718,12700000,8700000,19600000,1900000,Approved
2232,4,Not Graduate,Yes,9365022,20000000,14,792,3600000,1600000,34400000,8000000,Approved
4444,2,Graduate,No,6337947,23000000,20,751,1500000,3000000,16800000,9400000,Approved
8094,0,Not Graduate,Yes,395264,1100000,16,722,1700000,200000,1300000,0,Approved
2213,4,Not Graduate,No,594255,1700000,14,411,400000,0,1700000,700000,Rejected
9140,1,Graduate,No,2356977,7300000,8,864,6400000,800000,15700000,1300000,Approved
1974,3,Graduate,No,4475579,16900000,20,723,8500000,7200000,15100000,6600000,Approved
2399,5,Graduate,No,7438857,17200000,4,320,6100000,8400000,23200000,4900000,Rejected
7733,0,Graduate,Yes,9454836,35500000,14,608,8600000,10500000,32500000,8600000,Approved
3634,0,Not Graduate,No,305898,500000,20,351,300000,0,800000,300000,Rejected
9532,5,Not Graduate,No,7465219,21000000,14,334,9500000,3500000,20800000,3500000,Rejected
1708,1,Not Graduate,No,1401844,4100000,20,505,1200000,1100000,3000000,1900000,Rejected
2308,5,Not Graduate,Yes,6648296,17600000,16,818,12700000,200000,19500000,5600000,Approved
3215,4,Graduate,No,304015,1200000,20,519,700000,100000,800000,100000,Rejected
6775,0,Graduate,No,8326088,27500000,18,627,7700000,11600000,21500000,5400000,Approved
